Strain_name,Publication_name,Other_name,Loci_count,Loci_missing,Lineage,Mating_type,Continent,Country,Province_State,Year_collected,Host_type,Host_genus,Host_genus_species,Source_publication,accession_WGS_SRA,accession_avh120,accession_avh121,accession_btub,accession_gweuk,accession_hsp90,accession_trp1
Pram_04_38813_NA2,Pram_04_38813_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2004,shrub,Viburnum sp.,Viburnum tinus,Feau2019,SRR8327029,,,,,,
Pram_05_16845_NA2,Pram_05_16845_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2005,shrub,Ardisia sp.,Ardisia sp.,Feau2019,SRR8327028,,,,,,
PRAM_05_18753,PRAM_05_18753,,6,,NA2,A2,North America,Canada,"Canada: BC, Metro Vancouver",2005,shrub,Rhododendron sp.,Rhododendron sp.,Hamelin2022,SRR17285103,,,,,,
Pram_05_9611_NA2,Pram_05_9611_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2005,shrub,Viburnum sp.,Viburnum sp.,Feau2019,SRR8327031,,,,,,
Pram_06_0012_NA2,Pram_06_0012_NA2,,5,avh121,NA2,A2,North America,Canada,Canada: BC,2006,environmental,environmental,Soil sample,Feau2019,SRR8327030,,,,,,
Pram_06_4942_NA2,Pram_06_4942_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2006,shrub,Distyllium sp.,Distyllium Myricoides,Feau2019,SRR8327025,,,,,,
PRAM_06_7419,PRAM_06_7419,,6,,NA2,A2,North America,Canada,"Canada: BC, Metro Vancouver",2006,shrub,Viburnum sp. ,Viburnum x bodnantense,Hamelin2022,SRR17285143,,,,,,
PRAM_07_0718,PRAM_07_0718,,6,,NA2,A2,North America,Canada,"Canada: BC, Metro Vancouver",2007,shrub,Pieris sp.,Pieris sp.,Hamelin2022,SRR17285138,,,,,,
Pram_07_13013_EU1,Pram_07_13013_EU1,,6,,EU1,A1,North America,Canada,Canada: BC,2007,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327048,,,,,,
Pram_07_17204_NA2,Pram_07_17204_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2007,shrub,Gaultheria sp.,Gaultheria sp.,Feau2019,SRR8327024,,,,,,
Pram_07_46063_EU1,Pram_07_46063_EU1,,6,,EU1,A1,North America,Canada,"Canada: BC, South-east Vancouver Island",2007,unknown,unknown,unknown,Feau2019,SRR17285091,,,,,,
Pram_08_0688_NA2,Pram_08_0688_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2008,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327027,,,,,,
Pram_08_2933_EU1,Pram_08_2933_EU1,,6,,EU1,A1,North America,Canada,Canada: BC,2008,shrub,Pieris sp.,Pieris japonica,Feau2019,SRR8327047,,,,,,
Pram_09_4390_NA2,Pram_09_4390_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2009,shrub,Camellia sp.,Camellia sp.,Feau2019,SRR8327026,,,,,,
Pram_09_4415_NA2,Pram_09_4415_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2009,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327023,,,,,,
Pram_10_3885_NA2,Pram_10_3885_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2010,shrub,Leucothoe sp.,Leucothoe fontanesiana,Feau2019,SRR8327022,,,,,,
Pram_10_4389a_NA2,Pram_10_4389a_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2010,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327094,,,,,,
Pram_10_5341b_EU1,Pram_10_5341b_EU1,,6,,EU1,A1,North America,Canada,Canada: BC,2010,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327046,,,,,,
Pram_10_6342a_NA1,Pram_10_6342a_NA1,,6,,NA1,A2,North America,Canada,Canada: BC,2010,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327088,,,,,,
Pram_11_1291_NA2,Pram_11_1291_NA2,,6,,NA2,A2,North America,Canada,Canada: BC,2011,unknown,unknown,unknown,Feau2019,SRR8327095,,,,,,
Pram_11_263_NA1,Pram_11_263_NA1,,6,,NA1,A2,North America,Canada,Canada: BC,2011,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327091,,,,,,
Pram_11_301_EU1,Pram_11_301_EU1,,6,,EU1,A1,North America,Canada,Canada: BC,2011,unknown,unknown,unknown,Feau2019,SRR8327045,,,,,,
Pram_132_EU1,Pram_132_EU1,,6,,EU1,A1,Europe,France,France,2006,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327044,,,,,,
PRAM_14_0074,PRAM_14_0074,,6,,NA2,A2,North America,Canada,"Canada: BC, Metro Vancouver",2014,shrub,Rhododendron sp.,Rhododendron sp.,Hamelin2022,SRR17285129,,,,,,
PRAM_15_0509,PRAM_15_0509,,6,,NA2,A2,North America,Canada,"Canada: BC, Metro Vancouver",2015,shrub,Rhododendron sp.,Rhododendron sp.,Hamelin2022,SRR17285120,,,,,,
PRAM_15_1796,PRAM_15_1796,,6,,EU1,A1,North America,Canada,"Canada: BC, South-east Vancouver Island",2015,shrub,Rhododendron sp.,Rhododendron sp.,Hamelin2022,SRR17285116,,,,,,
PRAM_17_0527_0003,PRAM_17_0527_0003,,6,,EU1,A1,North America,Canada,"Canada: BC, Metro Vancouver",2017,shrub,Rhododendron sp.,Rhododendron sp.,Hamelin2022,SRR17285109,,,,,,
Pram_24_EU1,Pram_24_EU1,,6,,EU1,A1,Europe,France,France,2002,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327043,,,,,,
Pram_30_EU1,Pram_30_EU1,,6,,EU1,A1,Europe,France,France,2003,shrub,Viburnum sp.,Viburnum tinus,Feau2019,SRR8327042,,,,,,
Pram_33_EU1,Pram_33_EU1,,6,,EU1,A1,Europe,France,France,2003,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327037,,,,,,
Pram_4_EU1,Pram_4_EU1,,6,,EU1,A1,Europe,France,France,2002,shrub,Viburnum sp.,Viburnum tinus,Feau2019,SRR8327036,,,,,,
Pram_62_EU1,Pram_62_EU1,,6,,EU1,A1,Europe,France,France,2004,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327039,,,,,,
Pram_73_EU1,Pram_73_EU1,,6,,EU1,A1,Europe,France,France,2005,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327038,,,,,,
Pram_BBA_14_98_a_EU1,Pram_BBA_14_98_a_EU1,,6,,EU1,A1,Europe,Germany,Germany,1998,shrub,Rhododendron sp.,Rhododendron catawbiense,Feau2019,SRR8327033,,,,,,
Pram_BBA_26_02_EU1,Pram_BBA_26_02_EU1,,6,,EU1,A1,Europe,Belgium,Belgium,2002,shrub,Viburnum sp.,Viburnum sp.,Feau2019,SRR8327032,,,,,,
Pram_BBA_9_95_EU1,Pram_BBA_9_95_EU1,,6,,EU1,A1,Europe,Germany,Germany,1995,shrub,Rhododendron sp.,Rhododendron catawbiense,Feau2019,SRR8327035,,,,,,
Pram_CSL_1620_EU1,Pram_CSL_1620_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),unknown,shrub,Viburnum sp.,Viburnum sp.,Feau2019,SRR8327034,,,,,,
Pram_P1549_EU1,Pram_P1549_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2003,broadleaf tree,Fagus sp.,Fagus sylvatica,Feau2019,SRR8327041,,,,,,
Pram_P1559_EU1,Pram_P1559_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2003,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327040,,,,,,
Pram_P1562_EU1,Pram_P1562_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2003,broadleaf tree,Quercus sp.,Quercus cerris,Feau2019,SRR8327014,,,,,,
Pram_P1563_EU1,Pram_P1563_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2003,shrub,Castanea sp.,Castanea sativa,Feau2019,SRR8327015,,,,,,
Pram_P1614_EU1,Pram_P1614_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2004,broadleaf tree,Nothofagus sp.,Nothofagus sp.,Feau2019,SRR8327016,,,,,,
Pram_P1856_EU1,Pram_P1856_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2004,broadleaf tree,Acer sp.,Acer platanoides,Feau2019,SRR8327017,,,,,,
Pram_P1898_EU1,Pram_P1898_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2005,broadleaf tree,Fagus sp.,Fagus sylvatica,Feau2019,SRR8327018,,,,,,
Pram_P1959_EU1,Pram_P1959_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2005,broadleaf tree,Quercus sp.,Quercus cerris,Feau2019,SRR8327019,,,,,,
Pram_P2098_EU1,Pram_P2098_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2007,shrub,Cinnamomum sp.,Cinnamomum camphora,Feau2019,SRR8327020,,,,,,
Pram_P2111_EU2,Pram_P2111_EU2,P2111; PR_12_035,6,,EU2,A1,Europe,Ireland,Ireland,2007,broadleaf tree,Quercus sp.,Quercus robur,Feau2019,SRR8327107,,,,,,
Pram_P2561_EU2,Pram_P2561_EU2,P2561; PR_12_038,6,,EU2,A1,Europe,United Kingdom: Scotland,United Kingdom: Scotland,2011,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327098,,,,,,
Pram_P2566_EU2,Pram_P2566_EU2,P2566; PR_12_039,6,,EU2,A1,Europe,Ireland,Ireland,2011,shrub,Rhododendron sp.,Rhododendron ponticum,Feau2019,SRR8327099,,,,,,
Pram_P2586_EU2,Pram_P2586_EU2,,6,,EU2,A1,Europe,United Kingdom: Scotland,United Kingdom: Scotland,2011,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327085,,,,,,
Pram_P2599_EU1,Pram_P2599_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2011,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327021,,,,,,
Pram_P2600_EU1,Pram_P2600_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2011,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327012,,,,,,
Pram_P2633_EU1,Pram_P2633_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327013,,,,,,
Pram_P2673_EU1,Pram_P2673_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327117,,,,,,
Pram_P2677_EU1,Pram_P2677_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327116,,,,,,
Pram_P2687_EU1,Pram_P2687_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327115,,,,,,
Pram_P2688_EU1,Pram_P2688_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327114,,,,,,
Pram_P2707_EU1,Pram_P2707_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327113,,,,,,
Pram_P2738_EU1,Pram_P2738_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2009,conifer tree,Larix sp.,Larix kaempferi,Feau2019,SRR8327112,,,,,,
Pram_PD_98_8_6743_EU1,Pram_PD_98_8_6743_EU1,,6,,EU1,A1,Europe,Netherlands,Netherlands,1998,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327111,,,,,,
Pram_PR_01_018_EU1,Pram_PR_01_018_EU1,,6,,EU1,A1,Europe,Germany,Germany,2001,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327110,,,,,,
Pram_PR_06_016_NA1,Pram_PR_06_016_NA1,,6,,NA1,A2,North America,United States,USA: OR,2006,shrub,Camellia sp.,Camellia japonica,Feau2019,SRR8327082,,,,,,
Pram_PR_06_028_EU1,Pram_PR_06_028_EU1,,6,,EU1,A1,North America,United States,USA: CA,2006,shrub,Osmanthus sp.,Osmanthus heterophyllus,Feau2019,SRR8327109,,,,,,
Pram_PR_07_048_NA1,Pram_PR_07_048_NA1,,6,,NA1,A2,North America,United States,USA: WA,2005,environmental,environmental,Soil sample,Feau2019,SRR8327078,,,,,,
Pram_PR_07_066_NA1,Pram_PR_07_066_NA1,,6,,NA1,A2,North America,United States,USA: WA,2007,unknown,unknown,unknown,Feau2019,SRR8327079,,,,,,
Pram_PR_07_101_NA1,Pram_PR_07_101_NA1,,6,,NA1,A2,North America,United States,USA: CA,2007,shrub,Camellia sp.,Camellia japonica,Feau2019,SRR8327080,,,,,,
Pram_PR_07_121_NA1,Pram_PR_07_121_NA1,,6,,NA1,A2,North America,United States,USA: CA,2004,unknown,unknown,unknown,Feau2019,SRR8327081,,,,,,
Pram_PR_07_135_NA1,Pram_PR_07_135_NA1,,6,,NA1,A2,North America,United States,USA: GA,2004,shrub,Camellia sp.,Camellia sasanqua,Feau2019,SRR8327074,,,,,,
Pram_PR_07_191_NA1,Pram_PR_07_191_NA1,,6,,NA1,A2,North America,United States,USA: WA,2004,shrub,Camellia sp.,Camellia sp.,Feau2019,SRR8327075,,,,,,
Pram_PR_07_192_NA1,Pram_PR_07_192_NA1,,6,,NA1,A2,North America,United States,USA: WA,2004,unknown,unknown,unknown,Feau2019,SRR8327076,,,,,,
Pram_PR_08_028_EU1,Pram_PR_08_028_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2002,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327108,,,,,,
Pram_PR_08_034_EU1,Pram_PR_08_034_EU1,,6,,EU1,A1,Europe,United Kingdom (country unknown),United Kingdom (country unknown),2002,shrub,Viburnum sp.,Viburnum tinus,Feau2019,SRR8327102,,,,,,
Pram_PR_08_134_NA1,Pram_PR_08_134_NA1,,6,,NA1,A2,North America,United States,USA: NC,2008,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327077,,,,,,
Pram_PR_09_002_NA1,Pram_PR_09_002_NA1,,6,,NA1,A2,North America,United States,USA: SC,2009,shrub,Rhododendron sp.,Rhododendron catawbiense,Feau2019,SRR8327072,,,,,,
Pram_PR_09_054_NA2,Pram_PR_09_054_NA2,,6,,NA2,A2,North America,United States,USA: CA,unknown,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327092,,,,,,
Pram_PR_09_065_NA1,Pram_PR_09_065_NA1,,6,,NA1,A2,North America,United States,USA: MS,2009,environmental,environmental,water,Feau2019,SRR8327073,,,,,,
Pram_PR_09_094_NA1,Pram_PR_09_094_NA1,,6,,NA1,A2,North America,United States,USA: GA,unknown,unknown,unknown,unknown,Feau2019,SRR8327065,,,,,,
Pram_PR_09_106_EU1,Pram_PR_09_106_EU1,,6,,EU1,A1,North America,United States,USA: OR,2009,shrub,Pieris sp.,Pieris japonica,Feau2019,SRR8327103,,,,,,
Pram_PR_09_126_NA1,Pram_PR_09_126_NA1,,6,,NA1,A2,North America,United States,USA: SC,2009,shrub,Rhododendron sp.,Rhododendron catawbiense,Feau2019,SRR8327064,,,,,,
Pram_PR_09_150_EU1,Pram_PR_09_150_EU1,,6,,EU1,A1,North America,United States,USA: OR,2009,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327100,,,,,,
Pram_PR_09_167_NA1,Pram_PR_09_167_NA1,,6,,NA1,A2,North America,United States,USA: GA,2005,shrub,Kalmia sp.,Kalmia latifolia,Feau2019,SRR8327063,,,,,,
Pram_PR_09_175_NA1,Pram_PR_09_175_NA1,,6,,NA1,A2,North America,United States,USA: GA,2005,shrub,Camellia sp.,Camellia japonica,Feau2019,SRR8327062,,,,,,
Pram_PR_10_076_NA1,Pram_PR_10_076_NA1,,6,,NA1,A2,North America,United States,USA: SC,2010,environmental,environmental,Soil sample,Feau2019,SRR8327069,,,,,,
Pram_PR_10_098_NA1,Pram_PR_10_098_NA1,,6,,NA1,A2,North America,United States,USA: SC,2010,shrub,Kalmia sp.,Kalmia latifolia,Feau2019,SRR8327068,,,,,,
Pram_PR_10_103_NA1,Pram_PR_10_103_NA1,,6,,NA1,A2,North America,United States,USA: SC,2010,shrub,Kalmia sp.,Kalmia latifolia,Feau2019,SRR8327067,,,,,,
Pram_PR_10_120_NA2,Pram_PR_10_120_NA2,,6,,NA2,A2,North America,United States,USA: CA,2010,shrub,Camellia sp.,Camellia japonica,Feau2019,SRR8327093,,,,,,
Pram_PR_10_145_EU1,Pram_PR_10_145_EU1,,6,,EU1,A1,North America,United States,USA: OR,2010,shrub,Rhododendron sp.,Rhododendron sp.,Feau2019,SRR8327101,,,,,,
Pram_PR_11_001_NA1,Pram_PR_11_001_NA1,,6,,NA1,A2,North America,United States,USA: OR,2006,broadleaf tree,Notholithocarpus sp.,Notholithocarpus densiflorus,Feau2019,SRR8327071,,,,,,
Pram_PR_11_004_NA1,Pram_PR_11_004_NA1,,6,,NA1,A2,North America,United States,USA: OR,2011,broadleaf tree,Notholithocarpus sp.,Notholithocarpus densiflorus,Feau2019,SRR8327070,,,,,,
Pram_PR_11_009_NA1,Pram_PR_11_009_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Umbellularia sp.,Umbellularia californica,Feau2019,SRR8327060,,,,,,
Pram_PR_11_010_NA1,Pram_PR_11_010_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Camellia sp.,Camellia japonica,Feau2019,SRR8327061,,,,,,
Pram_PR_11_011_NA1,Pram_PR_11_011_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Pieris sp.,Pieris sp.,Feau2019,SRR8327058,,,,,,
Pram_PR_11_018_NA1,Pram_PR_11_018_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Laurus sp.,Laurus nobilis,Feau2019,SRR8327059,,,,,,
Pram_PR_11_020_NA1,Pram_PR_11_020_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Molinadendron sp.,Molinadendron sinaloense,Feau2019,SRR8327056,,,,,,
Pram_PR_11_024_NA1,Pram_PR_11_024_NA1,,6,,NA1,A2,North America,United States,USA: CA,2011,shrub,Cinnamomum sp.,Cinnamomum camphora,Feau2019,SRR8327057,,,,,,
Pram_Pr_1546_NA1,Pram_Pr_1546_NA1,,6,,NA1,A2,North America,United States,USA: CA,2012,broadleaf tree,Quercus sp.,Quercus agrifolia,Feau2019,SRR8327054,,,,,,
Pram_Pr_420_NA1,Pram_Pr_420_NA1,Pram_Pr420_NA1,6,,NA1,A2,North America,United States,USA: CA,2004,broadleaf tree,Quercus sp.,Quercus agrifolia,Feau2019,SRR8327055,,,,,,
Pram_Pr_518_NA1,Pram_Pr_518_NA1,,6,,NA1,A2,North America,United States,USA: CA,2009,broadleaf tree,Quercus sp.,Quercus agrifolia,Feau2019,SRR8327052,,,,,,
Pram_PR_99_002_EU1,Pram_PR_99_002_EU1,,6,,EU1,A1,Europe,Germany,Germany,1999,shrub,Viburnum sp.,Viburnum sp.,Feau2019,SRR8327106,,,,,,
SOD136_11,SOD136_11,SOD 136/11,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2011,conifer tree,Larix sp. ,Larix sp. ,delaMataSaez2015,PRJNA291998,,,,,,
SOD158_11,SOD158_11,SOD 158/11,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2011,conifer tree,Larix sp. ,Larix sp. ,delaMataSaez2015,PRJNA291989,,,,,,
SOD169_11,SOD169_11,SOD 169/11,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2011,shrub,Rhododendron sp.,Rhododendron sp.,delaMataSaez2015,PRJNA292002,,,,,,
SOD22_12,SOD22_12,SOD 22/12,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2012,shrub,Rhododendron sp.,Rhododendron sp.,delaMataSaez2015,PRJNA291995,,,,,,
SOD58_12,SOD58_12,SOD 58/12,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2012,broadleaf tree,Nothofagus sp.,Nothofagus sp.,delaMataSaez2015,PRJNA291990,,,,,,
SOD69_12,SOD69_12,SOD 69/12,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2012,conifer tree,Larix sp. ,Larix sp. ,delaMataSaez2015,PRJNA291992,,,,,,
SODL51,SODL51,SOD L51,6,,EU2,A1,Europe,United Kingdom: Northern Ireland,United Kingdom: Northern Ireland,2010,shrub,Rhododendron sp.,Rhododendron sp.,delaMataSaez2015,PRJNA292010,,,,,,
VN057,VN057,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323752,MW323788,MW323680,MW323616,MW323731,MW323580
VN088,VN088,,6,,IC3,A2,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323753,MW323789,MW323681,MW323617,MW323718,MW323581
VN1015,VN1015,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323767,MW323803,MW323695,MW323631,MW323719,MW323595
VN142,VN142,,6,,IC2,A2,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323754,MW323790,MW323682,MW323618,MW323720,MW323582
VN150,VN150,,6,,IC2,A2,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323755,MW323791,MW323683,MW323619,MW323721,MW323583
VN160,VN160,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Subalpine and montane forest,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323756,MW323792,MW323684,MW323620,MW323722,MW323584
VN169,VN169,,6,,IC2,A2,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323757,MW323793,MW323685,MW323621,MW323723,MW323585
VN283,VN283,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Subalpine and montane forest,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323758,MW323794,MW323686,MW323622,MW323724,MW323586
VN313,VN313,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323759,MW323795,MW323687,MW323623,MW323716,MW323587
VN314,VN314,,6,,IC2,A2,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323760,MW323796,MW323688,MW323624,MW323725,MW323588
VN831,VN831,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323761,MW323797,MW323689,MW323625,MW323726,MW323589
VN833,VN833,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Subalpine and montane forest,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323762,MW323798,MW323690,MW323626,MW323727,MW323590
VN851,VN851,,6,,IC4,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forest with Chamaecyparis hodginsii, Cunninghamia lanceolata plantations",Jung2021,,MW323763,MW323799,MW323691,MW323627,MW323728,MW323591
VN852,VN852,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Montane forest,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323764,MW323800,MW323692,MW323628,MW323729,MW323592
VN863,VN863,,6,,IC5,A0,Asia,Vietnam,Vietnam,2016-2017,environmental,Subalpine and montane forest,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323765,MW323801,MW323693,MW323629,MW323730,MW323593
VN866,VN866,,6,,IC1,A1,Asia,Vietnam,Vietnam,2016-2017,environmental,Subalpine and montane forest,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Jung2021,,MW323766,MW323802,MW323694,MW323630,MW323717,MW323594
