Strain_name,Other_name,Phylum,Class,Order,Family,Genus,LociCount,Lineage,Continent,Country,Region,YearCollected,HostDetailed,HostGeneral,HostType,SourcePub,accession_WGS_SRA,accession_avh120,accession_avh121,accession_btub,accession_gweuk,accession_hsp90,accession_trp1
IRE_129,"PR12X-011, 47/12",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,4,EU2,Europe,United Kingdom,United Kingdom: Northern Ireland,2012,Larix sp. ,Larix sp. ,conifer tree,,,,,,,,
IRE_134,"PR12X-020, 62/12",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,4,EU2,Europe,United Kingdom,United Kingdom: Northern Ireland,2012,Larix sp. ,Larix sp. ,conifer tree,,,,,,,,
IRE_99,"PR10X-002, P2461",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,EU2,Europe,United Kingdom,United Kingdom: Northern Ireland,2010,Larix sp. ,Larix sp. ,conifer tree,,,,,,,,
SOD136_11,SOD 136/11,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2011,Larix sp. ,Larix sp. ,conifer tree,delaMataSaez2015,PRJNA291998,,,,,,
SOD158_11,SOD 158/11,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2011,Larix sp. ,Larix sp. ,conifer tree,delaMataSaez2015,PRJNA291989,,,,,,
SOD69_12,SOD 69/12,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2012,Larix sp. ,Larix sp. ,conifer tree,delaMataSaez2015,PRJNA291992,,,,,,
IRE_121,"PR12X-001, 22/12",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,EU2,Europe,United Kingdom,United Kingdom: Northern Ireland,2012,Rhododendron sp.,Rhododendron sp.,shrub,,,,,,,,
IRE_125,"PR12X-005, 35/12",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,EU2,Europe,United Kingdom,United Kingdom: Northern Ireland,2012,Rhododendron sp.,Rhododendron sp.,shrub,,,,,,,,
SOD169_11,SOD 169/11,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2011,Rhododendron sp.,Rhododendron sp.,shrub,delaMataSaez2015,PRJNA292002,,,,,,
SOD22_12,SOD 22/12,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2012,Rhododendron sp.,Rhododendron sp.,shrub,delaMataSaez2015,PRJNA291995,,,,,,
SODL51,SOD L51,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,EU2,Europe,United Kingdom,Northern Ireland,2010,Rhododendron sp.,Rhododendron sp.,shrub,delaMataSaez2015,PRJNA292010,,,,,,
VN057,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323752,MW323788,MW323680,MW323616,MW323731,MW323580
VN1015,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323767,MW323803,MW323695,MW323631,MW323719,MW323595
VN313,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323759,MW323795,MW323687,MW323623,MW323716,MW323587
VN831,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323761,MW323797,MW323689,MW323625,MW323726,MW323589
VN852,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323764,MW323800,MW323692,MW323628,MW323729,MW323592
VN283,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Subalpine and montane forest,environmental,Jung2021,,MW323758,MW323794,MW323686,MW323622,MW323724,MW323586
VN833,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Subalpine and montane forest,environmental,Jung2021,,MW323762,MW323798,MW323690,MW323626,MW323727,MW323590
VN866,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Subalpine and montane forest,environmental,Jung2021,,MW323766,MW323802,MW323694,MW323630,MW323717,MW323594
VN160,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC1,Asia,Vietnam,Vietnam,2016-2017,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Subalpine and montane forest,environmental,Jung2021,,MW323756,MW323792,MW323684,MW323620,MW323722,MW323584
VN142,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC2,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323754,MW323790,MW323682,MW323618,MW323720,MW323582
VN150,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC2,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323755,MW323791,MW323683,MW323619,MW323721,MW323583
VN169,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC2,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323757,MW323793,MW323685,MW323621,MW323723,MW323585
VN314,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC2,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323760,MW323796,MW323688,MW323624,MW323725,MW323588
VN088,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC3,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Montane forest,environmental,Jung2021,,MW323753,MW323789,MW323681,MW323617,MW323718,MW323581
VN851,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC4,Asia,Vietnam,Vietnam,2016-2017,"Montane diverse laurosilva forest with Chamaecyparis hodginsii, Cunninghamia lanceolata plantations",Montane forest,environmental,Jung2021,,MW323763,MW323799,MW323691,MW323627,MW323728,MW323591
VN863,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,IC5,Asia,Vietnam,Vietnam,2016-2017,"Subalpine and montane Rhododendron scrub and forests, montane diverse laurosilva forests dominated by Castanopsis spp., Quercus spp. and Neolitsea spp.",Subalpine and montane forest,environmental,Jung2021,,MW323765,MW323801,MW323693,MW323629,MW323730,MW323593
04_0372,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,"Canada: BC, Metro Vancouver",2004,Camellia japonica,Camellia sp.,shrub,Hamelin2022,SRR17285146,,,,,,
Pram_04_0002_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2004,Camellia sp.,Camellia sp.,shrub,Feau2019,SRR8327084,,,,,,
Pram_04_2231_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2004,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327087,,,,,,
Pram_04_35009_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2004,Gaultheria sp.,Gaultheria sp.,shrub,Feau2019,SRR8327089,,,,,,
04_22572,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,"Canada: BC, South-east Vancouver Island",2004,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285135,,,,,,
Pram_04_22572_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2004,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327086,,,,,,
PRAM_04_22579,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,"Canada: BC, South-east Vancouver Island",2004,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR17285124,,,,,,
Pram_10_6342a_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2010,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327088,,,,,,
Pram_11_263_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,Canada,Canada: BC,2011,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327091,,,,,,
IRE_101,"PR11-020, SCPR129",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,Europe,Ireland,Ireland,2011,Choisya sp.,Choisya sp.,shrub,,,,,,,,
IRE_135,"PR12X-021, 64/12",Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,4,NA1,Europe,United Kingdom,United Kingdom: Northern Ireland,2012,Larix sp. ,Larix sp. ,conifer tree,,,,,,,,
Pram_PR_01_004_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2001,Notholithocarpus densiflorus,Notholithocarpus sp.,broadleaf tree,Feau2019,SRR8327090,,,,,,
Pram_PR_11_001_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2006,Notholithocarpus densiflorus,Notholithocarpus sp.,broadleaf tree,Feau2019,SRR8327071,,,,,,
Pram_PR_11_004_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2011,Notholithocarpus densiflorus,Notholithocarpus sp.,broadleaf tree,Feau2019,SRR8327070,,,,,,
Pr102,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: CA,2001,Quercus,Quercus sp.,broadleaf tree,Hamelin2022,SRR9883238,,,,,,
Pram_Pr_1546_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2012,Quercus agrifolia,Quercus sp.,broadleaf tree,Feau2019,SRR8327054,,,,,,
Pram_Pr_420_NA1,Pram_Pr420_NA1,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2004,Quercus agrifolia,Quercus sp.,broadleaf tree,Feau2019,SRR8327055,,,,,,
Pram_Pr_518_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2009,Quercus agrifolia,Quercus sp.,broadleaf tree,Feau2019,SRR8327052,,,,,,
Pr451,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2004,Sequoia sempervirens,Sequoia sp.,broadleaf tree,Hamelin2022,SRR9883255,,,,,,
Pr1537,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2012,Abies grandis,Abies sp.,conifer tree,Hamelin2022,SRR9883244,,,,,,
Pr1652,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2014,stream,environmental,environmental,Hamelin2022,SRR9883278,,,,,,
Pr745,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2010,rainwater,environmental,environmental,Hamelin2022,SRR9883232,,,,,,
Pram_PR_07_048_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: WA,2005,Soil sample,environmental,environmental,Feau2019,SRR8327078,,,,,,
Pram_PR_09_065_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: MS,2009,water,environmental,environmental,Feau2019,SRR8327073,,,,,,
Pram_PR_10_076_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: SC,2010,Soil sample,environmental,environmental,Feau2019,SRR8327069,,,,,,
Pram_PR_06_016_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2006,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327082,,,,,,
Pram_PR_07_101_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2007,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327080,,,,,,
Pram_PR_07_135_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: GA,2004,Camellia sasanqua,Camellia sp.,shrub,Feau2019,SRR8327074,,,,,,
Pram_PR_07_191_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: WA,2004,Camellia sp.,Camellia sp.,shrub,Feau2019,SRR8327075,,,,,,
Pram_PR_09_175_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: GA,2005,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327062,,,,,,
Pram_PR_11_010_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Camellia japonica,Camellia sp.,shrub,Feau2019,SRR8327061,,,,,,
Pram_PR_11_024_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Cinnamomum camphora,Cinnamomum sp.,shrub,Feau2019,SRR8327057,,,,,,
Pr218,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2002,Frangula californica,Frangula sp. ,shrub,Hamelin2022,SRR9883235,,,,,,
Pram_PR_09_167_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: GA,2005,Kalmia latifolia,Kalmia sp.,shrub,Feau2019,SRR8327063,,,,,,
Pram_PR_10_098_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: SC,2010,Kalmia latifolia,Kalmia sp.,shrub,Feau2019,SRR8327068,,,,,,
Pram_PR_10_103_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: SC,2010,Kalmia latifolia,Kalmia sp.,shrub,Feau2019,SRR8327067,,,,,,
Pram_PR_11_018_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Laurus nobilis,Laurus sp.,shrub,Feau2019,SRR8327059,,,,,,
Pram_PR_11_020_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Molinadendron sinaloense,Molinadendron sp.,shrub,Feau2019,SRR8327056,,,,,,
Pram_PR_11_011_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Pieris sp.,Pieris sp.,shrub,Feau2019,SRR8327058,,,,,,
Pr93,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2001,Rhododendron sp.,Rhododendron sp.,shrub,Hamelin2022,SRR9883239,,,,,,
Pram_PR_08_134_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: NC,2008,Rhododendron sp.,Rhododendron sp.,shrub,Feau2019,SRR8327077,,,,,,
Pram_PR_09_002_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: SC,2009,Rhododendron catawbiense,Rhododendron sp.,shrub,Feau2019,SRR8327072,,,,,,
Pram_PR_09_126_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: SC,2009,Rhododendron catawbiense,Rhododendron sp.,shrub,Feau2019,SRR8327064,,,,,,
P1421,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,unknown,Rhododendron spp. ,Rhododendron sp. ,shrub,Jung2021,,MW323775,MW323810,MW323703,MW323639,MW323739,MW323603
21_FOP04_169,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2010,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9952923,,,,,,
BS2014_550,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2014,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9952913,,,,,,
BS2016_10,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2016,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9883268,,,,,,
HMG2017_2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2017,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9883263,,,,,,
MK548,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2008,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9883250,,,,,,
MK649a,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2008,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9883251,,,,,,
MK79j,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2008,Umbellularia californica,Umbellularia sp.,shrub,Hamelin2022,SRR9883249,,,,,,
Pram_PR_11_009_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2011,Umbellularia californica,Umbellularia sp.,shrub,Feau2019,SRR8327060,,,,,,
P1403,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2000,Vaccinium ovatum ,Vaccinium sp. ,shrub,Jung2021,,MW323774,MW323809,MW323702,MW323638,MW323738,MW323602
PR_01_003,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2001,unknown,unknown,unknown,Goss2009,,EU850888.1,EU850916.1,EU850952.1,EU851016.1,,EU850988.1
PR_01_004,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2001,unknown,unknown,unknown,Goss2009,,EU850887.1,EU850915.1,EU850951.1,EU851015.1,,EU850987.1
PR_04_001,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2001,unknown,unknown,unknown,Goss2009,,EU850892.1,EU850920.1,EU850956.1,EU851020.1,,EU850992.1
PR_04_004,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: CA,unknown,unknown,unknown,unknown,Goss2009,,EU850883.1,EU850911.1,EU850947.1,EU851011.1,,EU850983.1
PR_04_007,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2004,unknown,unknown,unknown,Goss2009,,EU850882.1,EU850910.1,EU850946.1,EU851010.1,,EU850982.1
PR_05_017,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2003,unknown,unknown,unknown,Goss2009,,EU850889.1,EU850917.1,EU850953.1,EU851017.1,,EU850989.1
PR_05_019,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: WA,2004,unknown,unknown,unknown,Goss2009,,EU850885.1,EU850913.1,EU850949.1,EU851013.1,,EU850985.1
PR_05_025,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: WA,2004,unknown,unknown,unknown,Goss2009,,EU850886.1,EU850914.1,EU850950.1,EU851014.1,,EU850986.1
PR_05_041,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2003,unknown,unknown,unknown,Goss2009,,EU850890.1,EU850918.1,EU850954.1,EU851018.1,,EU850990.1
PR_05_055,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2002,unknown,unknown,unknown,Goss2009,,EU850891.1,EU850919.1,EU850955.1,EU851019.1,,EU850991.1
PR_06_002,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: OR,2004,unknown,unknown,unknown,Goss2009,,EU850881.1,EU850909.1,EU850945.1,EU851009.1,,EU850981.1
PR_0X_004,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA1,North America,United States,USA: CA,unknown,unknown,unknown,unknown,Goss2009,,EU850884.1,EU850912.1,EU850948.1,EU851012.1,,EU850984.1
Pram_PR_05_055_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: OR,2002,unknown,unknown,unknown,Feau2019,SRR8327083,,,,,,
Pram_PR_07_066_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: WA,2007,unknown,unknown,unknown,Feau2019,SRR8327079,,,,,,
Pram_PR_07_121_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: CA,2004,unknown,unknown,unknown,Feau2019,SRR8327081,,,,,,
Pram_PR_07_192_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: WA,2004,unknown,unknown,unknown,Feau2019,SRR8327076,,,,,,
Pram_PR_09_094_NA1,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,North America,United States,USA: GA,unknown,unknown,unknown,unknown,Feau2019,SRR8327065,,,,,,
P1496,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Jung2021,,MW323776,MW323811,MW323704,MW323640,MW323740,MW323604
06_4966,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Distylium myricoides,Distyllium sp.,shrub,Hamelin2022,SRR17285145,,,,,,
Pram_06_4942_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2006,Distyllium Myricoides,Distyllium sp.,shrub,Feau2019,SRR8327025,,,,,,
Pram_06_0012_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,5,NA2,North America,Canada,Canada: BC,2006,Soil sample,environmental,environmental,Feau2019,SRR8327030,,,,,,
06_38025,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Sunshine Coast",2006,unknown,unknown,unknown,Hamelin2022,SRR17285100,,,,,,
07_00005,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2007,unknown,unknown,unknown,Hamelin2022,SRR17285139,,,,,,
Pram_05_16845_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2005,Ardisia sp.,Ardisia sp.,shrub,Feau2019,SRR8327028,,,,,,
05_17017,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2005,Camellia sp.,Camellia sp.,shrub,Hamelin2022,SRR17285104,,,,,,
Pram_09_4390_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2009,Camellia sp.,Camellia sp.,shrub,Feau2019,SRR8327026,,,,,,
06_31651,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2006,Gaultheria sp.,Gaultheria sp.,shrub,Hamelin2022,SRR17285101,,,,,,
07_17197,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2007,Gaultheria sp.,Gaultheria sp.,shrub,Hamelin2022,SRR17285136,,,,,,
07_17206,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2007,Gaultheria sp.,Gaultheria sp.,shrub,Hamelin2022,SRR17285134,,,,,,
Pram_07_17204_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2007,Gaultheria sp.,Gaultheria sp.,shrub,Feau2019,SRR8327024,,,,,,
04_25165,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,"Canada: BC, Metro Vancouver",2004,Kalmia sp.,Kalmia sp.,shrub,Hamelin2022,SRR17285113,,,,,,
Pram_10_3885_NA2,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,6,NA2,North America,Canada,Canada: BC,2010,Leucothoe fontanesiana,Leucothoe sp.,shrub,Feau2019,SRR8327022,,,,,,
